"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0.02,-44.1050126690475,-65.4542641870905,-68.5949853602681,-64.8672451221311,-39.8228878397935,-29.1066557369802,-39.3214566417948,-36.0966020841007,-41.4245527518186,-80.3308102481604
0.021,-44.0895698246006,-65.2381421818863,-68.4152609295965,-64.6335521475197,-39.7369208882513,-29.0276416669431,-39.1899611585907,-36.0484542988974,-41.3789691317622,-80.057863424043
0.022,-44.0740517354663,-65.0261376119614,-68.2369062304059,-64.4024635569621,-39.6514623352092,-28.9498839855747,-39.0598634795757,-36.0003443877812,-41.3343228687666,-79.7888583510778
0.023,-44.0584632555369,-64.8181233264988,-68.0599039550778,-64.1739249907954,-39.566509063129,-28.8733528950982,-38.9311406022078,-35.9522799493537,-41.290581321948,-79.5236933029291
0.024,-44.0428088775709,-64.6139776006794,-67.8842369389717,-63.9478836786964,-39.482057837933,-28.7980194824739,-38.803769932392,-35.9042679998812,-41.2477132935744,-79.2622703441835
0.025,-44.0270927634423,-64.4135838379125,-67.7098881758075,-63.7242883824846,-39.3981053238575,-28.7238556909319,-38.6777292855476,-35.8563150218807,-41.2056889516726,-79.0044951464557
0.026,-44.0113187714689,-64.2168302920509,-67.5368408306377,-63.5030893411181,-39.3146480968503,-28.6508342921687,-38.5529968862773,-35.8084270078798,-41.1644797574556,-78.750276815364
0.027,-43.9954904811418,-64.0236098080094,-67.3650782507157,-63.2842382178228,-39.2316826566607,-28.5789288592459,-38.4295513668476,-35.7606094999107,-41.1240583972369,-78.4995277276274
0.028,-43.9796112155393,-63.8338195793451,-67.1945839745266,-63.0676880492918,-39.1492054377583,-28.5081137402217,-38.307371764667,-35.7128676252266,-41.0843987185175,-78.2521633775939
0.029,-43.9636840616743,-63.6473609214921,-67.0253417392113,-62.8533931968865,-39.0672128191984,-28.4383640325327,-38.1864375189154,-35.665206128662,-41.0454756699603,-78.0081022325646
0.03,-43.9477118889908,-63.4641390594552,-66.8573354865868,-62.6413092997723,-38.9857011335397,-28.3696555581359,-38.0667284664649,-35.6176294020071,-41.0072652449838,-77.767265596322
0.031,-43.9316973662043,-63.2840629288756,-66.6905493679367,-62.4313932299187,-38.9046666749089,-28.3019648394167,-37.9482248372062,-35.570141510718,-40.96974442873,-77.529577480322
0.032,-43.915642976653,-63.1070449894731,-66.5249677477278,-62.2236030488945,-38.8241057062943,-28.235269075859,-37.8309072488849,-35.5227462182466,-40.9328911481776,-77.2949644820422
0.033,-43.8995510323121,-62.933001049956,-66.360575206386,-62.0178979663897,-38.7440144661458,-28.1695461214731,-37.7147567015342,-35.4754470082369,-40.8966842251905,-77.063355670024
0.034,-43.8834236866014,-62.7618501035663,-66.1973565422496,-61.8142383003964,-38.664389174345,-28.1047744629711,-37.5997545715804,-35.4282471048071,-40.8611033323037,-76.8346824751746
0.035,-43.8672629461071,-62.593514173497,-66.0352967728047,-61.6125854389821,-38.5852260376076,-28.0409331986779,-37.4858826056877,-35.3811494911117,-40.8261289510688,-76.6088785879294
0.036,-43.8510706813203,-62.4279181674821,-65.8743811352925,-61.4129018035898,-38.5065212543708,-27.978002018163,-37.3731229143982,-35.3341569263519,-40.791742332788,-76.3858798609046
0.037,-43.8348486364867,-62.2649897409159,-65.7145950867691,-61.2151508138038,-38.4282710192136,-27.915961182577,-37.2614579656172,-35.2872719613874,-40.7579254614827,-76.1656242166947
0.038,-43.8185984386514,-62.1046591679119,-65.5559243036882,-61.0192968535179,-38.3504715268533,-27.8547915056753,-37.1508705779857,-35.240496953084,-40.7246610189509,-75.9480515604955
0.039,-43.8023216059731,-61.9468592197551,-65.3983546810697,-60.8253052384487,-38.2731189757585,-27.7944743355103,-37.0413439141773,-35.1938340775149,-40.6919323517803,-75.7331036972558
0.04,-43.7860195553734,-61.7915250502506,-65.2418723313074,-60.6331421849353,-38.1962095714108,-27.734991536774,-36.9328614741508,-35.1472853421251,-40.6597234401916,-75.5207242530814
0.041,-43.7696936095838,-61.6385940875022,-65.0864635826659,-60.4427747799726,-38.1197395292505,-27.6763254737693,-36.8254070883854,-35.1008525969512,-40.6280188685971,-75.3108586006341
0.042,-43.7533450036414,-61.4880059316985,-64.9321149775086,-60.254170952423,-38.0437050773315,-27.6184589939932,-36.7189649111225,-35.054537544984,-40.5968037977657,-75.1034537882867
0.043,-43.736974890884,-61.3397022585111,-64.7788132702948,-60.067299445358,-37.9681024587136,-27.5613754123094,-36.6135194136342,-35.00834175175,-40.5660639384952,-74.8984584728114
0.044,-43.7205843484867,-61.1936267277407,-64.6265454253794,-59.8821297894791,-37.8929279336147,-27.5050584956923,-36.509055377534,-34.9622666541784,-40.5357855266988,-74.6958228553932
0.045,-43.7041743825807,-61.0497248968752,-64.475298614645,-59.6986322775734,-37.8181777813439,-27.4494924485222,-36.4055578881466,-34.916313568819,-40.5059552998175,-74.4954986207747
0.046,-43.6877459329891,-60.9079441392477,-64.3250602149917,-59.5167779399573,-37.7438483020351,-27.3946618984123,-36.3030123279469,-34.8704836994632,-40.4765604744802,-74.297438879352
0.047,-43.6712998776116,-60.7682335665047,-64.1758178057095,-59.3365385208671,-37.6699358181987,-27.3405518825494,-36.2014043700796,-34.8247781442193,-40.4475887253334,-74.1015981120522
0.048,-43.6548370364884,-60.630543955117,-64.0275591657514,-59.1578864557545,-37.5964366761069,-27.2871478345286,-36.1007199719679,-34.7791979020894,-40.4190281649728,-73.9079321178344
0.049,-43.6383581755688,-60.4948276766841,-63.8802722709277,-58.9807948494498,-37.5233472470269,-27.234435571665,-36.0009453690184,-34.733743879085,-40.3908673249087,-73.7163979636676
0.05,-43.621864010209,-60.3610386318012,-63.7339452910361,-58.8052374551524,-37.450663928316,-27.1824012827641,-35.9020670684279,-34.6884168939224,-40.3630951375069,-73.5269539368468
0.051,-43.6053552084202,-60.229132187273,-63.5885665869418,-58.6311886542163,-37.3783831443891,-27.131031516334,-35.8040718430961,-34.6432176833288,-40.3357009188454,-73.339559499518
0.052,-43.5888323938882,-60.0990651164748,-63.4441247076212,-58.4586234366947,-37.3065013475716,-27.0803131692232,-35.70694672565,-34.5981469069913,-40.3086743524352,-73.1541752452916
0.053,-43.572296148781,-59.9707955426745,-63.3006083871788,-58.2875173826112,-37.2350150188446,-27.030233475667,-35.6106790025802,-34.5532051521759,-40.2820054737549,-72.9707628578302
0.054,-43.5557470163624,-59.8442828851421,-63.1580065418482,-58.1178466439281,-37.1639206684957,-26.9807799967282,-35.5152562084928,-34.5083929380422,-40.255684655552,-72.789285071305
0.055,-43.5391855034251,-59.719487807884,-63.0163082669854,-57.9495879271797,-37.0932148366785,-26.9319406101155,-35.4206661204784,-34.463710719677,-40.229702593868,-72.6097056326207
0.056,-43.5226120825586,-59.5963721708525,-62.8755028340614,-57.7827184767455,-37.0228940938939,-26.8837035003669,-35.3268967525978,-34.4191588918673,-40.2040502947455,-72.4319892653155
0.057,-43.5060271942635,-59.4748989834876,-62.7355796876621,-57.6172160587333,-36.9529550413951,-26.8360571493821,-35.2339363504866,-34.3747377926328,-40.1787190615808,-72.2561016350479
0.058,-43.489431248924,-59.3550323604614,-62.5965284424994,-57.4530589454494,-36.8833943115267,-26.7889903272932,-35.1417733860766,-34.3304477065358,-40.1537004830835,-72.082009316588
0.059,-43.472824628649,-59.2367374795001,-62.4583388804403,-57.2902259004282,-36.8142085680007,-26.7424920836568,-35.0503965524355,-34.2862888677827,-40.1289864218119,-71.9096797622362
0.06,-43.4562076889919,-59.1199805411699,-62.321000947558,-57.1286961640013,-36.745394506117,-26.6965517389589,-34.9597947587227,-34.2422614631349,-40.1045690032516,-71.7390812715942
0.061,-43.4395807605578,-59.0047287305169,-62.1845047512075,-56.9684494393806,-36.6769488529315,-26.6511588764186,-34.8699571252614,-34.1983656346403,-40.0804406054076,-71.5701829626226
0.062,-43.4229441505055,-58.8909501804626,-62.0488405571314,-56.8094658792366,-36.6088683673775,-26.6063033340789,-34.7808729787249,-34.1546014821993,-40.0565938488826,-71.4029547439172
0.063,-43.4062981439533,-58.7786139368581,-61.9139987865961,-56.65172607275,-36.5411498403439,-26.5619751971742,-34.6925318474359,-34.1109690659759,-40.0330215874153,-71.2373672881456
0.064,-43.3896430052943,-58.6676899251091,-61.7799700135635,-56.4952110331172,-36.4737900947145,-26.5181647907636,-34.6049234567777,-34.0674684086655,-40.0097168988536,-71.0733920065852
0.065,-43.3729789794282,-58.5581489182881,-61.6467449618981,-56.339902185493,-36.4067859853705,-26.47486267262,-34.5180377247149,-34.0240994976279,-39.9866730765409,-70.9110010247085
0.066,-43.3563062929146,-58.4499625066559,-61.5143145026123,-56.18578135535,-36.3401343991621,-26.4320596263645,-34.4318647574223,-33.9808622868964,-39.9638836210927,-70.7501671587655
0.067,-43.3396251550549,-58.3431030685185,-61.3826696511512,-56.0328307572406,-36.2738322548486,-26.3897466548373,-34.3463948450198,-33.9377566990688,-39.9413422325432,-70.5908638933133
0.068,-43.3229357589058,-58.237543742351,-61.2518015647183,-55.8810329839433,-36.2078765030127,-26.3479149736959,-34.2616184574117,-33.8947826270903,-39.9190428028442,-70.4330653596499
0.069,-43.3062382822305,-58.1332584001219,-61.1217015396423,-55.7303709959791,-36.1422641259498,-26.3065560052314,-34.1775262402273,-33.8519399359345,-39.8969794086957,-70.2767463151059
0.07,-43.2895328883909,-58.0302216217591,-60.9923610087865,-55.5808281114833,-36.0769921375354,-26.2656613723955,-34.094109010863,-33.8092284641883,-39.8751463046934,-70.1218821231567
0.071,-43.2728197271854,-57.9284086706978,-60.8637715390014,-55.4323879964178,-36.0120575830718,-26.2252228930296,-34.0113577546204,-33.7666480255483,-39.8535379167761,-69.9684487343141
0.072,-43.256098935636,-57.8277954704575,-60.7359248286201,-55.2850346551114,-35.9474575391171,-26.1852325742877,-33.9292636209422,-33.7241984102335,-39.8321488359583,-69.8164226677628
0.073,-43.2393706387274,-57.7283585821968,-60.6088127049976,-55.1387524211152,-35.8831891132978,-26.1456826072472,-33.8478179197397,-33.6818793863193,-39.8109738123324,-69.6657809937066
0.074,-43.2226349501014,-57.6300751831971,-60.4824271220938,-54.9935259483593,-35.8192494441055,-26.1065653616997,-33.7670121178136,-33.6396907009986,-39.7900077493299,-69.5165013163914
0.075,-43.2058919727104,-57.5329230462305,-60.3567601581002,-54.8493402026021,-35.7556357006822,-26.0678733811142,-33.6868378353632,-33.5976320817735,-39.7692456982251,-69.3685617577748
0.076,-43.1891417994318,-57.4368805197692,-60.2318040131101,-54.7061804531577,-35.6923450825918,-26.0295993777683,-33.607286842583,-33.5557032375824,-39.748682852873,-69.221940941813
0.077,-43.1723845136456,-57.3419265089952,-60.1075510068326,-54.5640322648928,-35.629374819582,-25.9917362280387,-33.5283510563445,-33.5139038598666,-39.7283145446674,-69.0766179793368
0.078,-43.1556201897788,-57.2480404575729,-59.9839935763494,-54.4228814904824,-35.5667221713363,-25.9542769678471,-33.4500225369614,-33.4722336235795,-39.70813623771,-68.9325724534912
0.079,-43.1388488938169,-57.1552023301473,-59.8611242739149,-54.2827142629141,-35.5043844272181,-25.9172147882545,-33.3722934850353,-33.4306921881419,-39.6881435241795,-68.7897844057127
0.08,-43.1220706837869,-57.0633925955356,-59.7389357647987,-54.1435169882315,-35.4423589060065,-25.8805430311988,-33.2951562383806,-33.3892791983472,-39.6683321198918,-68.6482343222218
0.081,-43.1052856102109,-56.9725922105776,-59.6174208251699,-54.0052763385087,-35.3806429556263,-25.8442551853703,-33.2186032690267,-33.3479942852186,-39.6486978600418,-68.5079031210071
0.082,-43.0884937165344,-56.8827826046159,-59.4965723400239,-53.8679792450461,-35.3192339528723,-25.80834488222,-33.1426271802949,-33.3068370668216,-39.6292366951183,-68.3687721392809
0.083,-43.0716950395298,-56.7939456645766,-59.376383301149,-53.7316128917799,-35.2581293031284,-25.7728058920965,-33.0672207039482,-33.2658071490342,-39.6099446869841,-68.2308231213846
0.084,-43.0548896096768,-56.7060637206232,-59.2568468051349,-53.596164708898,-35.1973264400828,-25.7376321205056,-32.9923766974129,-33.2249041262775,-39.5908180051136,-68.0940382071267
0.085,-43.038077451521,-56.6191195323569,-59.1379560514205,-53.4616223666524,-35.1368228254394,-25.7028176044889,-32.9180881410692,-33.184127582208,-39.5718529229802,-67.9583999205324
0.086,-43.0212585840121,-56.53309627554,-59.0197043403812,-53.3279737693644,-35.0766159486264,-25.6683565091171,-32.8443481356094,-33.1434770903756,-39.5530458145872,-67.8238911589902
0.087,-43.0044330208234,-56.4479775293183,-58.9020850714549,-53.1952070496125,-35.0167033265032,-25.6342431240938,-32.7711498994615,-33.1029522148468,-39.5343931511346,-67.6904951827768
0.088,-42.9876007706529,-56.3637472639204,-58.7850917413069,-53.0633105625981,-34.957082503064,-25.6004718604654,-32.698486766278,-33.0625525107973,-39.5158914978179,-67.558195604946
0.089,-42.9707618375079,-56.2803898288126,-58.6687179420313,-52.9322728806819,-34.8977510491415,-25.5670372474339,-32.6263521824852,-33.022277525074,-39.4975375107497,-67.4269763815654
0.09,-42.953916220973,-56.1978899412911,-58.5529573593899,-52.8020827880855,-34.8387065621087,-25.5339339292689,-32.5547397048951,-32.9821267967294,-39.4793279340016,-67.296821802288
0.091,-42.9370639164642,-56.11623267549,-58.4378037710876,-52.6727292757513,-34.7799466655807,-25.5011566623143,-32.4836429983749,-32.9420998575284,-39.4612595967592,-67.1677164812436
0.092,-42.9202049154678,-56.0354034517891,-58.3232510450825,-52.5442015363565,-34.7214690091157,-25.4687003120878,-32.4130558335745,-32.9021962324308,-39.4433294105854,-67.0396453482381
0.093,-42.9033392057673,-55.9553880266038,-58.2092931379318,-52.4164889594744,-34.6632712679169,-25.4365598504692,-32.3429720847105,-32.862415440049,-39.4255343667888,-66.9125936402484
0.094,-42.8864667716565,-55.8761724825409,-58.0959240931715,-52.2895811268787,-34.6053511425342,-25.4047303529737,-32.2733857274033,-32.8227569930834,-39.4078715338899,-66.7865468931999
0.095,-42.8695875941418,-55.7977432189041,-57.9831380397297,-52.1634678079856,-34.5477063585667,-25.3732069961091,-32.2042908365686,-32.7832203987365,-39.3903380551833,-66.661490934017
0.096,-42.8527016511332,-55.7200869425364,-57.870929190373,-52.0381389554285,-34.4903346663668,-25.3419850548115,-32.1356815843596,-32.7438051591063,-39.3729311463906,-66.5374118729345
0.097,-42.8358089176246,-55.6431906589826,-57.7592918401851,-51.913584700762,-34.4332338407441,-25.3110598999595,-32.0675522381592,-32.7045107715606,-39.3556480934002,-66.414296096061
0.098,-42.8189093658645,-55.5670416639618,-57.648220365077,-51.7897953502888,-34.3764016806726,-25.2804269959614,-31.9998971586223,-32.6653367290929,-39.33848625009,-66.2921302581829
0.099,-42.8020029655175,-55.4916275351347,-57.5377092203281,-51.6667613810071,-34.3198360089977,-25.2500818984155,-31.9327107977635,-32.626282520661,-39.3214430362308,-66.1709012758009
0.1,-42.7850896838168,-55.4169361241541,-57.4277529391578,-51.5444734366735,-34.2635346721461,-25.2200202518388,-31.8659876970932,-32.5873476315094,-39.3045159354648,-66.0505963203903
0.101,-42.7681694857084,-55.3429555489888,-57.3183461313266,-51.4229223239775,-34.2074955398371,-25.1902377874634,-31.7997224857973,-32.5485315434752,-39.2877024933586,-65.9312028118751
0.102,-42.751242333988,-55.2696741865072,-57.2094834817667,-51.3020990088246,-34.1517165047962,-25.1607303210978,-31.7339098789608,-32.5098337352802,-39.271000315525,-65.8127084123094
0.103,-42.7343081894297,-55.1970806653126,-57.1011597492404,-51.1819946127229,-34.0961954824706,-25.1314937510496,-31.6685446758348,-32.4712536828086,-39.2544070658131,-65.695101019757
0.104,-42.7173670109086,-55.1251638588187,-56.9933697650267,-51.0626004092717,-34.0409304107475,-25.1025240561105,-31.603621758144,-32.4327908593704,-39.2379204645618,-65.5783687623633
0.105,-42.7004187555163,-55.0539128785562,-56.8861084316357,-50.9439078207469,-33.9859192496741,-25.0738172935977,-31.5391360884349,-32.3944447359537,-39.2215382869164,-65.4624999926102
0.106,-42.6834633786703,-54.9833170677016,-56.7793707215484,-50.8259084147813,-33.9311599811808,-25.0453695974537,-31.4750827084637,-32.3562147814633,-39.2052583612027,-65.3474832817492
0.107,-42.6665008342176,-54.9133659948196,-56.6731516759836,-50.7085939011358,-33.8766506088065,-25.0171771763995,-31.4114567376215,-32.3181004629489,-39.18907856736,-65.2333074144057
0.108,-42.6495310745327,-54.8440494478101,-56.5674464036902,-50.5919561285594,-33.8223891574266,-24.9892363121407,-31.3482533713977,-32.2801012458217,-39.1729968354264,-65.1199613833469
0.109,-42.6325540506101,-54.7753574280526,-56.4622500797641,-50.4759870817345,-33.7683736729841,-24.9615433576254,-31.2854678798785,-32.2422165940608,-39.1570111440788,-65.0074343844095
0.11,-42.6155697121528,-54.7072801447405,-56.3575579444894,-50.3606788783044,-33.7146022222227,-24.9340947353506,-31.2230956062818,-32.2044459704099,-39.141119519221,-64.8957158115792
0.111,-42.5985780076546,-54.6398080093973,-56.2533653022044,-50.2460237659818,-33.6610728924235,-24.9068869357171,-31.1611319655256,-32.1667888365642,-39.1253200326218,-64.7847952522188
0.112,-42.5815788844791,-54.5729316305685,-56.1496675201894,-50.1320141197341,-33.6077837911442,-24.8799165154302,-31.0995724428298,-32.1292446533483,-39.1096108005985,-64.674662482438
0.113,-42.5645722889341,-54.5066418086823,-56.0464600275792,-50.0186424390438,-33.5547330459609,-24.8531800959453,-31.038412592351,-32.0918128808861,-39.0939899827453,-64.5653074626
0.114,-42.5475581663422,-54.440929531073,-55.9437383142957,-49.9059013452421,-33.5019188042132,-24.8266743619563,-30.9776480358486,-32.0544929787616,-39.0784557807043,-64.4567203329606
0.115,-42.5305364611074,-54.3757859671605,-55.8414979300046,-49.7937835789123,-33.4493392327525,-24.8003960599272,-30.9172744613814,-32.0172844061727,-39.0630064369779,-64.3488914094358
0.116,-42.5135071167782,-54.3112024637811,-55.7397344830917,-49.6822819973617,-33.3969925176922,-24.7743419966625,-30.8572876220352,-31.9801866220776,-39.0476402337808,-64.241811179491
0.117,-42.4964700761072,-54.2471705406624,-55.6384436396608,-49.5713895721591,-33.3448768641622,-24.7485090379184,-30.7976833346784,-31.9431990853334,-39.0323554919298,-64.1354702981507
0.118,-42.4794252811079,-54.1836818860395,-55.5376211225519,-49.4610993867372,-33.2929904960648,-24.7228941070508,-30.7384574787469,-31.9063212548285,-39.0171505697699,-64.0298595841223
0.119,-42.4623726731083,-54.1207283524045,-55.4372627103792,-49.3514046340561,-33.2413316558356,-24.6974941837011,-30.6796059950563,-31.869552589609,-39.0020238621367,-63.9249700160306
0.12,-42.445312192801,-54.0583019523864,-55.3373642365886,-49.2422986143277,-33.1898986042052,-24.672306302517,-30.6211248846412,-31.8328925489978,-38.9869737993514,-63.8207927287602
0.121,-42.4282437802917,-53.9963948547568,-55.2379215885346,-49.1337747327976,-33.1386896199654,-24.6473275519083,-30.563010207621,-31.7963405927091,-38.9719988462491,-63.7173190099006
0.122,-42.4111673751442,-53.9349993805555,-55.1389307065749,-49.0258264975841,-33.087702999738,-24.6225550728356,-30.5052580820906,-31.7598961809561,-38.9570975012383,-63.6145402962918
0.123,-42.3940829164233,-53.8741079993327,-55.0403875831844,-48.9184475175721,-33.0369370577458,-24.5979860576321,-30.4478646830368,-31.7235587745549,-38.9422682953906,-63.5124481706663
0.124,-42.3769903427356,-53.8137133255037,-54.9422882620859,-48.8116315003597,-32.9863901255881,-24.5736177488562,-30.3908262412789,-31.6873278350214,-38.9275097915596,-63.4110343583851
0.125,-42.3598895922674,-53.753808114812,-54.8446288373988,-48.7053722502566,-32.9360605520171,-24.5494474381751,-30.3341390424322,-31.6512028246652,-38.9128205835276,-63.310290724263
0.126,-42.3427806028213,-53.6943852608964,-54.7474054528048,-48.5996636663327,-32.8859467027193,-24.5254724652774,-30.2777994258955,-31.6151832066778,-38.8981992951791,-63.2102092694821
0.127,-42.3256633118506,-53.6354377919601,-54.6506143007296,-48.4944997405149,-32.8360469600982,-24.5016902168147,-30.2218037838608,-31.5792684452163,-38.8836445797012,-63.1107821285899
0.128,-42.3085376564913,-53.5769588675361,-54.5542516215419,-48.3898745557312,-32.7863597230606,-24.4780981253709,-30.1661485603442,-31.5434580054835,-38.8691551188078,-63.0120015665782
0.129,-42.2914035735929,-53.5189417753471,-54.4583137027671,-48.2857822841005,-32.736883406806,-24.4546936684582,-30.1108302502394,-31.5077513538035,-38.854729621989,-62.9138599760422
0.13,-42.2742609997474,-53.4613799282567,-54.3627968783174,-48.1822171851672,-32.6876164426181,-24.4314743675392,-30.0558453983908,-31.4721479576937,-38.8403668257832,-62.8163498744153
0.131,-42.2571098713166,-53.4042668613079,-54.2676975277365,-48.0791736041777,-32.6385572776595,-24.4084377870747,-30.0011905986875,-31.4366472859328,-38.8260654930718,-62.7194639012788
0.132,-42.2399501244578,-53.3475962288461,-54.1730120754598,-47.9766459704005,-32.5897043747697,-24.3855815335954,-29.9468624931771,-31.4012488086255,-38.8118244123956,-62.6231948157421
0.133,-42.2227816951483,-53.2913618017251,-54.0787369900881,-47.8746287954853,-32.5410562122648,-24.3629032547984,-29.8928577711983,-31.3659519972637,-38.7976423972918,-62.5275354938938
0.134,-42.205604519208,-53.2355574645909,-53.9848687836766,-47.7731166718624,-32.4926112837407,-24.3404006386654,-29.8391731685327,-31.330756324785,-38.7835182856519,-62.4324789263188
0.135,-42.1884185323217,-53.1801772132434,-53.8914040110369,-47.6721042711806,-32.4443680978791,-24.3180714126048,-29.785805466575,-31.2956612656267,-38.769450939098,-62.3380182156815
0.136,-42.171223670059,-53.1252151520709,-53.7983392690529,-47.5715863427817,-32.3963251782555,-24.2959133426144,-29.7327514915202,-31.260666295779,-38.7554392423785,-62.2441465743712
0.137,-42.1540198678935,-53.0706654915574,-53.7056711960102,-47.4715577122117,-32.3484810631506,-24.2739242324663,-29.6800081135695,-31.225770892833,-38.7414821027821,-62.1508573222095
0.138,-42.1368070612215,-53.016522545858,-53.6133964709379,-47.3720132797673,-32.3008343053637,-24.252101922911,-29.6275722461519,-31.1909745360283,-38.7275784495684,-62.0581438842162
0.139,-42.1195851853786,-52.9627807304418,-53.5215118129634,-47.2729480190756,-32.2533834720294,-24.2304442909029,-29.5754408451636,-31.156276706296,-38.7137272334165,-61.9659997884332
0.14,-42.1023541756559,-52.9094345597999,-53.4300139806796,-47.1743569757086,-32.2061271444359,-24.2089492488436,-29.5236109082221,-31.1216768863008,-38.699927425889,-61.8744186638037
0.141,-42.085113967315,-52.8564786452152,-53.3388997715245,-47.0762352658285,-32.1590639178472,-24.1876147438455,-29.4720794739374,-31.0871745604797,-38.6861780189123,-61.7833942381054
0.142,-42.0678644956024,-52.8039076925939,-53.2481660211716,-46.9785780748655,-32.1121924013262,-24.1664387570124,-29.4208436211979,-31.0527692150788,-38.6724780242715,-61.6929203359362
0.143,-42.0506056957628,-52.7517165003549,-53.1578096029334,-46.8813806562254,-32.0655112175616,-24.1454193027386,-29.3699004684712,-31.0184603381882,-38.6588264731211,-61.6029908767504
0.144,-42.0333375030515,-52.6998999573766,-53.0678274271749,-46.7846383300274,-32.0190190026966,-24.1245544280248,-29.3192471731199,-30.9842474197744,-38.6452224155085,-61.5135998729446
0.145,-42.0160598527462,-52.6484530409984,-52.9782164407392,-46.6883464818706,-31.9727144061602,-24.1038422118108,-29.2688809307313,-30.9501299517112,-38.6316649199123,-61.4247414279906
0.146,-41.9987726801581,-52.597370815076,-52.888973626383,-46.5925005616285,-31.9265960905007,-24.0832807643245,-29.2187989744614,-30.9161074278077,-38.6181530727934,-61.3364097346153
0.147,-41.9814759206419,-52.5466484280878,-52.8000960022237,-46.4970960822713,-31.8806627312221,-24.0628682264468,-29.1689985743921,-30.8821793438361,-38.6046859781591,-61.2485990730251
0.148,-41.9641695096057,-52.4962811112916,-52.7115806211962,-46.402128618714,-31.8349130166219,-24.0426027690916,-29.1194770369019,-30.8483451975563,-38.5912627571394,-61.1613038091746
