"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0.015,-87.4050806965629,-110.176920539335,-106.59284830285,-112.699319858773,-114.910717627702,-101.233295950523,-102.068347571285,-96.9999371948703,-84.6860191255025,-99.896721423216
0.016,-87.3554972374065,-110.124536054128,-106.526477279011,-112.573926114615,-114.751400544289,-101.131082371591,-102.004920498055,-96.9291494789541,-84.6604347031029,-99.7915398965006
0.017,-87.3068911898273,-110.07236714054,-106.460392373707,-112.450046416158,-114.593578425762,-101.03005937521,-101.941804643302,-96.8590683590394,-84.6347764667259,-99.6879826136909
0.018,-87.2592324744188,-110.020413538192,-106.394590040214,-112.327642843965,-114.437222417983,-100.930200013094,-101.878996000877,-96.7896758005229,-84.6090490547898,-99.5860080408051
0.019,-87.2124922053165,-109.968674898882,-106.329066803528,-112.206678779706,-114.282304481873,-100.831478201884,-101.816490668853,-96.720954419674,-84.583256848986,-99.4855760396916
0.02,-87.1666426328215,-109.917150793526,-106.263819258315,-112.087118851004,-114.128797363496,-100.733868687577,-101.754284845119,-96.652887454287,-84.5574039917481,-99.3866478109639
0.021,-87.1216570892068,-109.865840718574,-106.19884406693,-111.968928879002,-113.976674565481,-100.637347011703,-101.692374823211,-96.5854587359068,-84.531494402281,-99.2891858395878
0.022,-87.077509937512,-109.814744101929,-106.134137957508,-111.852075828497,-113.825910319718,-100.541889479195,-101.630756988383,-96.5186526635308,-84.5055317912869,-99.1931538429922
0.023,-87.0341765231451,-109.763860308433,-106.069697722121,-111.736527760505,-113.676479561252,-100.447473127805,-101.569427813887,-96.4524541786951,-84.4795196745137,-99.0985167215803
0.024,-86.9916331281197,-109.713188644931,-106.005520215009,-111.622253787124,-113.528357903321,-100.354075699021,-101.508383857456,-96.3868487418629,-84.4534613852366,-99.0052405115251
0.025,-86.9498569277682,-109.662728364965,-105.94160235086,-111.509224028578,-113.381521613478,-100.261675610368,-101.447621757975,-96.3218223100344,-84.427360085771,-98.9132923397344
0.026,-86.9088259497812,-109.612478673126,-105.877941103163,-111.397409572307,-113.235947590736,-100.170251929035,-101.38713823233,-96.2573613155063,-84.4012187781061,-98.8226403808791
0.027,-86.8685190354342,-109.56243872908,-105.814533502611,-111.28678243402,-113.091613343695,-100.079784346746,-101.326930072416,-96.1934526457126,-84.3750403137362,-98.7332538163825
0.028,-86.8289158028694,-109.512607651312,-105.751376635559,-111.177315520579,-112.948496969584,-99.9902531558075,-101.266994142307,-96.1300836240821,-84.3488274027635,-98.6451027952722
0.029,-86.7899966123113,-109.462984520594,-105.688467642536,-111.068982594633,-112.806577134196,-99.901639226269,-101.207327375567,-96.0672419918555,-84.3225826223334,-98.5581583968027
0.03,-86.7517425331008,-109.413568383207,-105.625803716812,-110.961758240907,-112.66583305265,-99.8139239841356,-101.147926772696,-96.0049158908032,-84.2963084244613,-98.4723925947604
0.031,-86.7141353124411,-109.364358253936,-105.563382103004,-110.855617834056,-112.52624447095,-99.7270893905759,-101.088789398707,-95.9430938467957,-84.2700071433019,-98.3877782233666
0.032,-86.677157345755,-109.315353118849,-105.501200095737,-110.750537507995,-112.387791648308,-99.6411179220725,-101.029912380818,-95.8817647541755,-84.2436810019081,-98.3042889447002
0.033,-86.6407916485596,-109.266551937888,-105.439255038347,-110.646494126647,-112.250455340173,-99.5559925514654,-100.971292906262,-95.820917860886,-84.2173321185215,-98.2218992175645
0.034,-86.6050218297699,-109.217953647271,-105.377544321623,-110.543465256014,-112.114216781963,-99.4716967298398,-100.912928220201,-95.760542754316,-84.1909625124317,-98.1405842677253
0.035,-86.5698320663504,-109.169557161731,-105.316065382599,-110.441429137516,-111.979057673433,-99.3882143692166,-100.85481562374,-95.7006293478181,-84.1645741094412,-98.060320059455
0.036,-86.5352070792364,-109.121361376602,-105.254815703373,-110.340364662526,-111.844960163679,-99.305529826002,-100.796952472033,-95.6411678678654,-84.1381687469654,-97.9810832683161
0.037,-86.5011321104527,-109.073365169758,-105.193792809978,-110.240251348044,-111.711906836726,-99.2236278851585,-100.73933617248,-95.5821488418109,-84.1117481787963,-97.9028512551252
0.038,-86.4675929013632,-109.025567403415,-105.132994271279,-110.14106931345,-111.579880697683,-99.1424937450602,-100.681964183006,-95.5235630862176,-84.0853140795579,-97.8256020410385
0.039,-86.4345756719862,-108.977966925823,-105.072417697909,-110.04279925828,-111.448865159444,-99.0621130029972,-100.624834010423,-95.4654016957264,-84.0588680488739,-97.7493142837045
0.04,-86.4020671013172,-108.930562572826,-105.012060741241,-109.945422440977,-111.318844029892,-98.9824716412973,-100.567943208858,-95.4076560324367,-84.0324116152726,-97.6739672544332
0.041,-86.3700543086028,-108.883353169324,-104.951921092388,-109.848920658563,-111.189801499601,-98.9035560140345,-100.51128937826,-95.3503177157689,-84.0059462398454,-97.5995408163311
0.042,-86.3385248355128,-108.83633753064,-104.891996481234,-109.753276227194,-111.06172213001,-98.8253528342941,-100.454870162967,-95.2933786127853,-83.97947331968,-97.5260154033566
0.043,-86.3074666291629,-108.789514463783,-104.832284675504,-109.658471963543,-110.934590842036,-98.7478491619681,-100.398683250339,-95.2368308289456,-83.9529941910826,-97.4533720002518
0.044,-86.2768680259396,-108.742882768636,-104.77278347985,-109.564491166983,-110.808392905122,-98.6710323920543,-100.342726369451,-95.180666699273,-83.9265101326054,-97.3815921233081
0.045,-86.2467177360853,-108.696441239056,-104.713490734975,-109.47131760252,-110.68311392669,-98.5948902434362,-100.286997289838,-95.1248787799117,-83.9000223678927,-97.3106578019277
0.046,-86.217004829003,-108.650188663904,-104.654404316778,-109.378935484447,-110.558739841984,-98.5194107481181,-100.231493820296,-95.0694598400535,-83.8735320683591,-97.2405515609414
0.047,-86.1877187192407,-108.604123828004,-104.59552213553,-109.287329460678,-110.435256904294,-98.4445822408967,-100.176213807735,-95.0144028542175,-83.84704035571,-97.1712564036489
0.048,-86.1588491531212,-108.558245513034,-104.536842135066,-109.196484597739,-110.312651675529,-98.3703933494462,-100.121155136078,-94.9597009948623,-83.8205483043171,-97.1027557955471
0.049,-86.1303861959824,-108.512552498363,-104.478362292013,-109.106386366368,-110.190911017135,-98.2968329847982,-100.066315725202,-94.9053476253162,-83.7940569434578,-97.0350336487148
0.05,-86.102320219996,-108.467043561823,-104.420080615034,-109.017020627714,-110.070022081342,-98.2238903321983,-100.011693529926,-94.851336293008,-83.7675672594269,-96.9680743068231
0.051,-86.0746418925354,-108.421717480438,-104.361995144091,-108.928373620095,-109.949972302725,-98.1515548423222,-99.9572865390409,-94.7976607229855,-83.7410801975312,-96.9018625307425
0.052,-86.0473421650635,-108.376573031093,-104.304103949738,-108.840431946288,-109.830749390062,-98.0798162228335,-99.9030927743734,-94.7443148117054,-83.7145966639723,-96.8363834847213
0.053,-86.0204122625141,-108.331608991165,-104.24640513243,-108.75318256134,-109.712341318481,-98.0086644302687,-99.8491102898897,-94.6912926210824,-83.6881175276267,-96.7716227231061
0.054,-85.9938436731424,-108.286824139104,-104.188896821852,-108.666612760852,-109.594736321888,-97.9380896622343,-99.7953371708338,-94.6385883727862,-83.661643621729,-96.7075661775832
0.055,-85.9676281388192,-108.242217254983,-104.131577176266,-108.580710169739,-109.477922885649,-97.8680823499017,-99.7417715328981,-94.5861964427718,-83.6351757454646,-96.6442001449151
0.056,-85.941757645749,-108.197787120999,-104.074444381883,-108.495462731427,-109.361889739535,-97.798633150787,-99.6884115214269,-94.5341113560345,-83.6087146654771,-96.5815112751511
0.057,-85.9162244155875,-108.153532521946,-104.017496652245,-108.410858697478,-109.246625850906,-97.7297329418021,-99.6352553106482,-94.4823277815775,-83.5822611172972,-96.519486560291
0.058,-85.8910208969426,-108.109452245652,-103.96073222763,-108.326886617612,-109.132120418126,-97.6613728125665,-99.582301102936,-94.4308405275826,-83.5558158066957,-96.4581133233811
0.059,-85.8661397572358,-108.065545083388,-103.904149374469,-108.243535330126,-109.018362864209,-97.5935440589673,-99.5295471280985,-94.3796445367749,-83.5293794109677,-96.3973792080239
0.06,-85.8415738749101,-108.021809830241,-103.847746384786,-108.160793952667,-108.905342830671,-97.5262381769566,-99.4769916426931,-94.3287348819709,-83.5029525801501,-96.337272168284
0.061,-85.8173163319653,-107.978245285468,-103.791521575646,-108.078651873369,-108.793050171593,-97.4594468565769,-99.4246329293654,-94.2781067618041,-83.4765359381777,-96.2777804589718
0.062,-85.7933604068047,-107.93485025282,-103.735473288624,-107.997098742321,-108.681474947884,-97.3931619762037,-99.3724692962127,-94.2277554966176,-83.4501300839812,-96.2188926262897
0.063,-85.7696995673804,-107.891623540841,-103.679599889286,-107.916124463363,-108.570607421729,-97.3273755969966,-99.3204990761694,-94.1776765245175,-83.4237355925305,-96.1605974988244
0.064,-85.7463274646201,-107.848563963146,-103.623899766683,-107.835719186177,-108.460438051225,-97.2620799575494,-99.2687206264141,-94.1278653975788,-83.3973530158259,-96.1028841788712
0.065,-85.7232379261244,-107.805670338682,-103.568371332864,-107.755873298686,-108.350957485189,-97.1972674687323,-99.2171323277974,-94.0783177781986,-83.370982883842,-96.0457420340761
0.066,-85.7004249501201,-107.762941491959,-103.513013022393,-107.67657741973,-108.242156558138,-97.1329307087158,-99.1657325842892,-94.0290294355878,-83.3446257054244,-95.9891606893812
0.067,-85.677882699659,-107.720376253272,-103.45782329189,-107.597822392008,-108.134026285426,-97.0690624181712,-99.1145198224448,-93.9799962423968,-83.3182819691444,-95.9331300192624
0.068,-85.6556054970495,-107.677973458904,-103.402800619574,-107.519599275282,-108.026557858546,-97.0056554956385,-99.0634924908888,-93.9312141714691,-83.2919521441123,-95.8776401402456
0.069,-85.6335878185107,-107.635731951306,-103.347943504826,-107.441899339828,-107.919742640574,-96.9427029930557,-99.0126490598164,-93.8826792927164,-83.2656366807529,-95.8226814036913
0.07,-85.6118242890393,-107.59365057927,-103.293250467758,-107.364714060123,-107.813572161761,-96.880198111443,-98.9619880205112,-93.8343877701106,-83.239336011544,-95.7682443888344
0.071,-85.5903096774786,-107.551728198083,-103.238720048796,-107.288035108759,-107.708038115268,-96.8181341967346,-98.9115078848781,-93.7863358587874,-83.2130505517206,-95.7143198960714
0.072,-85.569038891781,-107.509963669666,-103.184350808275,-107.211854350574,-107.603132353025,-96.7565047357543,-98.8612071849922,-93.7385199022566,-83.1867806999476,-95.6608989404824
0.073,-85.5480069744555,-107.468355862707,-103.130141326041,-107.136163836993,-107.498846881733,-96.695303352326,-98.8110844726613,-93.6909363297153,-83.1605268389608,-95.6079727455803
0.074,-85.5272090981908,-107.426903652774,-103.076090201065,-107.060955800565,-107.395173858975,-96.6345238035165,-98.7611383190027,-93.6435816534579,-83.134289336179,-95.5555327372761
0.075,-85.5066405616477,-107.385605922423,-103.022196051067,-106.986222649697,-107.292105589459,-96.574159976004,-98.7113673140329,-93.596452466381,-83.108068544289,-95.503570538054
0.076,-85.4862967854117,-107.344461561291,-102.968457512152,-106.91195696357,-107.189634521372,-96.5142058825679,-98.6617700662707,-93.5495454395776,-83.0818648018041,-95.4520779613451
0.077,-85.4661733081005,-107.303469466181,-102.914873238449,-106.838151487225,-107.087753242841,-96.4546556586939,-98.6123452023513,-93.5028573200172,-83.0556784335981,-95.4010470060944
0.078,-85.4462657826177,-107.262628541139,-102.861441901764,-106.764799126833,-106.986454478508,-96.3955035592922,-98.5630913666535,-93.456384928309,-83.029509751416,-95.3504698515119
0.079,-85.4265699725478,-107.221937697521,-102.808162191244,-106.691892945107,-106.885731086209,-96.3367439555222,-98.5140072209372,-93.4101251565436,-83.0033590543619,-95.3003388520006
0.08,-85.4070817486855,-107.18139585405,-102.755032813039,-106.619426156894,-106.785576053739,-96.2783713317205,-98.4650914439916,-93.3640749662112,-82.9772266293666,-95.2506465322556
0.081,-85.3877970856943,-107.141001936869,-102.702052489985,-106.547392124893,-106.685982495734,-96.2203802824288,-98.4163427312947,-93.3182313861921,-82.9511127516343,-95.2013855825263
0.082,-85.368712058888,-107.100754879585,-102.649219961287,-106.475784355535,-106.58694365063,-96.162765509517,-98.3677597946818,-93.272591510817,-82.9250176850709,-95.1525488540359
0.083,-85.3498228411306,-107.060653623302,-102.596533982212,-106.404596494994,-106.488452877715,-96.1055218193979,-98.3193413620242,-93.2271524979949,-82.8989416826942,-95.104129354553
0.084,-85.331125699849,-107.020697116658,-102.543993323787,-106.333822325329,-106.390503654274,-96.0486441203311,-98.2710861769167,-93.1819115674044,-82.8728849870263,-95.0561202441077
0.085,-85.3126169941544,-106.980884315846,-102.491596772509,-106.263455760758,-106.293089572805,-95.9921274198113,-98.2229929983741,-93.1368659987478,-82.8468478304704,-95.0085148308482
0.086,-85.294293172067,-106.941214184633,-102.439343130061,-106.193490844055,-106.196204338332,-95.9359668220392,-98.1750606005368,-93.0920131300637,-82.8208304356714,-94.9613065670322
0.087,-85.2761507678408,-106.901685694375,-102.38723121303,-106.12392174306,-106.099841765779,-95.8801575254712,-98.1272877723833,-93.0473503560967,-82.7948330158623,-94.9144890451474
0.088,-85.258186399383,-106.862297824026,-102.335259852634,-106.054742747308,-106.003995777428,-95.824694820445,-98.079673317452,-93.0028751267225,-82.7688557751957,-94.868055994157
0.089,-85.2403967657659,-106.82304956014,-102.283427894461,-105.985948264766,-105.908660400452,-95.7695740868784,-98.03221605357,-92.9585849454247,-82.7428989090628,-94.8220012758655
0.09,-85.2227786448251,-106.783939896877,-102.231734198207,-105.917532818673,-105.813829764511,-95.7147907920394,-97.984914812589,-92.9144773678226,-82.7169626043987,-94.7763188813995
0.091,-85.2053288908432,-106.744967835991,-102.180177637422,-105.849491044487,-105.719498099419,-95.660340488383,-97.9377684401287,-92.870550000248,-82.6910470399762,-94.7310029278006
0.092,-85.1880444323136,-106.706132386828,-102.128757099265,-105.781817686919,-105.625659732878,-95.6062188114555,-97.890775795327,-92.8268004983678,-82.6651523866877,-94.6860476547247
0.093,-85.1709222697814,-106.667432566313,-102.077471484259,-105.714507597075,-105.532309088273,-95.5524214778604,-97.8439357505966,-92.7832265658528,-82.6392788078155,-94.6414474212455
0.094,-85.1539594737597,-106.628867398935,-102.026319706059,-105.647555729673,-105.439440682529,-95.4989442832858,-97.797247191388,-92.7398259530882,-82.6134264592926,-94.5971967027572
0.095,-85.1371531827164,-106.590435916728,-101.975300691217,-105.580957140363,-105.347049124029,-95.4457831005915,-97.7507090159585,-92.6965964559277,-82.5875954899524,-94.5532900879728
0.096,-85.1205006011301,-106.552137159254,-101.92441337896,-105.514706983118,-105.255129110585,-95.3929338779516,-97.7043201351478,-92.6535359144856,-82.5617860417692,-94.5097222760157
0.097,-85.1039989976114,-106.513970173575,-101.873656720968,-105.448800507711,-105.163675427467,-95.3403926370526,-97.6580794721581,-92.6106422119694,-82.5359982500891,-94.4664880735998
0.098,-85.0876457030887,-106.475934014231,-101.823029681161,-105.383233057273,-105.072682945489,-95.2881554713447,-97.6119859623412,-92.5679132735478,-82.5102322438528,-94.4235823922961
0.099,-85.0714381090533,-106.438027743209,-101.772531235484,-105.318000065918,-104.98214661914,-95.2362185443431,-97.5660385529895,-92.525347065256,-82.4844881458093,-94.3810002458822
0.1,-85.0553736658638,-106.400250429916,-101.722160371705,-105.253097056451,-104.892061484769,-95.1845780879799,-97.5202362031329,-92.4829415929341,-82.4587660727219,-94.3387367477718
0.101,-85.0394498811073,-106.36260115114,-101.671916089213,-105.188519638137,-104.802422658822,-95.1332304010026,-97.4745778833413,-92.4406949012001,-82.4330661355661,-94.2967871085211
0.102,-85.0236643180135,-106.325078991024,-101.621797398821,-105.124263504542,-104.713225336116,-95.0821718474189,-97.4290625755301,-92.3986050724535,-82.4073884397207,-94.2551466334107
0.103,-85.0080145939215,-106.287683041024,-101.571803322574,-105.060324431435,-104.62446478817,-95.0313988549863,-97.3836892727726,-92.3566702259106,-82.3817330851514,-94.2138107200985
0.104,-84.992498378797,-106.250412399872,-101.521932893558,-104.996698274762,-104.536136361576,-94.9809079137443,-97.3384569791151,-92.3148885166695,-82.3561001665877,-94.1727748563424
0.105,-84.9771133937968,-106.21326617354,-101.47218515572,-104.933380968665,-104.448235476407,-94.9306955745876,-97.2933647093973,-92.2732581348034,-82.3304897736937,-94.1320346177903
0.106,-84.9618574098804,-106.176243475196,-101.422559163686,-104.870368523579,-104.360757624674,-94.8807584478807,-97.2484114890767,-92.2317773044816,-82.3049019912323,-94.0915856658351
0.107,-84.946728246466,-106.139343425163,-101.373053982583,-104.807657024367,-104.273698368823,-94.83109320211,-97.2035963540573,-92.1904442831174,-82.2793368992234,-94.051423745531
0.108,-84.931723770129,-106.102565150876,-101.323668687872,-104.745242628519,-104.187053340265,-94.781696562574,-97.1589183505215,-92.1492573605418,-82.2537945730969,-94.0115446835721
0.109,-84.9168418933432,-106.065907786838,-101.27440236517,-104.683121564408,-104.100818237949,-94.7325653101099,-97.1143765347673,-92.1082148582011,-82.2282750838399,-93.9719443863281
0.11,-84.9020805732601,-106.029370474574,-101.225254110095,-104.621290129583,-104.014988826967,-94.6836962798544,-97.0699699730474,-92.0673151283799,-82.2027784981386,-93.932618837937
0.111,-84.8874378105281,-105.992952362588,-101.176223028097,-104.559744689124,-103.929560937203,-94.6350863600401,-97.0256977414137,-92.0265565534463,-82.1773048785153,-93.8935640984521
0.112,-84.8729116481479,-105.95665260631,-101.127308234302,-104.49848167404,-103.844530462006,-94.5867324908228,-96.9815589255638,-91.9859375451193,-82.1518542834609,-93.8547763020421
0.113,-84.858500170364,-105.920470368056,-101.078508853358,-104.437497579711,-103.759893356902,-94.5386316631419,-96.9375526206919,-91.9454565437581,-82.1264267675621,-93.8162516552419
0.114,-84.8442015015902,-105.884404816971,-101.029824019282,-104.376788964374,-103.675645638338,-94.4907809176111,-96.8936779313428,-91.9051120176723,-82.1010223816249,-93.7779864352529
0.115,-84.8300138053684,-105.848455128988,-100.981252875312,-104.316352447659,-103.591783382459,-94.443177343439,-96.8499339712684,-91.864902462452,-82.0756411727933,-93.7399769882911
0.116,-84.8159352833598,-105.812620486775,-100.932794573759,-104.256184709158,-103.508302723909,-94.3958180773784,-96.8063198632884,-91.8248264003175,-82.050283184664,-93.702219727981
0.117,-84.8019641743663,-105.776900079683,-100.88444827587,-104.196282487036,-103.425199854669,-94.3487003027035,-96.7628347391532,-91.7848823794873,-82.0249484573976,-93.6647111337949
0.118,-84.7880987533819,-105.741293103699,-100.836213151682,-104.136642576687,-103.342471022919,-94.3018212482145,-96.7194777394101,-91.7450689735647,-81.9996370278257,-93.627447749534
0.119,-84.774337330673,-105.705798761393,-100.788088379887,-104.077261829417,-103.260112531932,-94.2551781872678,-96.676248013272,-91.705384780942,-81.9743489295539,-93.5904261818534
0.12,-84.7606782508861,-105.67041626187,-100.740073147702,-104.018137151173,-103.178120738989,-94.2087684368323,-96.6331447184895,-91.6658284242214,-81.9490841930625,-93.5536430988255
0.121,-84.7471198921825,-105.635144820712,-100.692166650732,-103.959265501304,-103.096492054329,-94.1625893565698,-96.590167021225,-91.626398549652,-81.9238428458027,-93.517095228544
0.122,-84.7336606653983,-105.599983659933,-100.644368092844,-103.900643891348,-103.015222940113,-94.116638347939,-96.5473140959295,-91.5870938265832,-81.89862491229,-93.4807793577651
0.123,-84.7202990132305,-105.564932007926,-100.59667668604,-103.84226938387,-102.934309909424,-94.0709128533235,-96.5045851252227,-91.5479129469336,-81.873430414195,-93.4446923305861
0.124,-84.7070334094454,-105.529989099406,-100.549091650334,-103.784139091312,-102.853749525284,-94.0254103551815,-96.4619792997744,-91.5088546246734,-81.8482593704301,-93.4088310471588
0.125,-84.693862358112,-105.495154175365,-100.501612213631,-103.726250174886,-102.773538399698,-93.9801283752174,-96.419495818189,-91.4699175953231,-81.8231117972347,-93.3731924624382
0.126,-84.6807843928566,-105.460426483014,-100.454237611606,-103.668599843494,-102.693673192719,-93.9350644735742,-96.3771338868925,-91.4311006154642,-81.7979877082562,-93.3377735849638
0.127,-84.6677980761399,-105.425805275733,-100.406967087591,-103.611185352676,-102.614150611533,-93.8902162480471,-96.3348927200212,-91.3924024622646,-81.7728871146295,-93.3025714756741
0.128,-84.6549019985544,-105.391289813021,-100.359799892456,-103.554004003589,-102.534967409572,-93.8455813333162,-96.292771539313,-91.3538219330166,-81.7478100250536,-93.2675832467515
0.129,-84.6420947781425,-105.356879360437,-100.312735284501,-103.497053142005,-102.456120385643,-93.8011574001983,-96.2507695740004,-91.3153578446875,-81.722756445865,-93.2328060604988
0.13,-84.6293750597344,-105.322573189558,-100.265772529345,-103.440330157349,-102.377606383073,-93.7569421549184,-96.2088860607066,-91.277009033482,-81.6977263811103,-93.198237128244
0.131,-84.6167415143041,-105.288370577915,-100.218910899817,-103.383832481747,-102.299422288888,-93.7129333383979,-96.1671202433423,-91.2387743544171,-81.6727198326145,-93.1638737092744
0.132,-84.6041928383447,-105.254270808951,-100.172149675851,-103.327557589112,-102.221565032992,-93.6691287255617,-96.1254713730053,-91.200652680908,-81.6477368000491,-93.1297131097982
0.133,-84.5917277532605,-105.220273171963,-100.125488144383,-103.271502994247,-102.144031587382,-93.6255261246613,-96.0839387078822,-91.1626429043652,-81.6227772809964,-93.095752681933
0.134,-84.5793450047771,-105.186376962054,-100.078925599247,-103.215666251969,-102.066818965371,-93.5821233766152,-96.042521513151,-91.124743933802,-81.597841271013,-93.06198982272
0.135,-84.5670433623673,-105.152581480077,-100.032461341079,-103.160044956266,-101.989924220832,-93.5389183543648,-96.001219060887,-91.0869546954532,-81.5729287636904,-93.0284219731644
0.136,-84.5548216186936,-105.118886032587,-99.9860946772131,-103.104636739463,-101.913344447457,-93.4959089622467,-95.960030629969,-91.0492741324028,-81.5480397507143,-92.9950466172992
0.137,-84.5426785890657,-105.085289931789,-99.9398249215924,-103.049439271417,-101.837076778038,-93.4530931353792,-95.918955505988,-91.0117012042226,-81.5231742219218,-92.9618612812736
0.138,-84.5306131109136,-105.051792495486,-99.8936513946691,-102.994450258732,-101.761118383757,-93.410468839064,-95.8779929811579,-90.9742348866189,-81.4983321653569,-92.9288635324638
0.139,-84.5186240432748,-105.018393047028,-99.8475734233142,-102.939667443991,-101.685466473495,-93.3680340682027,-95.8371423542272,-90.93687417109,-81.4735135673241,-92.8960509786075
0.14,-84.5067102662957,-104.985090915263,-99.8015903407264,-102.885088605012,-101.610118293163,-93.3257868467262,-95.7964029303924,-90.8996180645912,-81.4487184124407,-92.8634212669582
0.141,-84.4948706807467,-104.951885434485,-99.7557014863423,-102.830711554116,-101.535071125033,-93.2837252270387,-95.7557740212133,-90.862465589209,-81.423946683687,-92.8309720834625
0.142,-84.4831042075502,-104.918775944384,-99.7099062057491,-102.77653413742,-101.460322287101,-93.2418472894738,-95.7152549445301,-90.8254157818439,-81.3991983624556,-92.7987011519566
0.143,-84.4714097873219,-104.885761789996,-99.6642038505988,-102.722554234143,-101.385869132448,-93.200151141764,-95.6748450243808,-90.7884676939009,-81.3744734285988,-92.7666062333837
0.144,-84.459786379924,-104.852842321655,-99.6185937785231,-102.668769755932,-101.311709048628,-93.1586349185227,-95.6345435909216,-90.7516203909877,-81.3497718604743,-92.7346851250297
0.145,-84.4482329640307,-104.820016894942,-99.573075353051,-102.615178646206,-101.237839457061,-93.1172967807377,-95.5943499803473,-90.7148729526218,-81.3250936349902,-92.7029356597785
0.146,-84.4367485367049,-104.787284870636,-99.5276479435269,-102.561778879507,-101.164257812446,-93.0761349152769,-95.5542635348144,-90.6782244719428,-81.300438727648,-92.6713557053854
0.147,-84.425332112987,-104.754645614667,-99.4823109250307,-102.508568460881,-101.090961602177,-93.0351475344056,-95.5142836023646,-90.6416740554343,-81.2758071125851,-92.6399431637678
0.148,-84.4139827254933,-104.722098498065,-99.4370636782994,-102.455545425265,-101.017948345781,-92.994332875314,-95.4744095368501,-90.6052208226509,-81.2511987626147,-92.6086959703135
0.149,-84.4026994240266,-104.689642896915,-99.3919055896495,-102.402707836888,-100.945215594366,-92.9536891996565,-95.4346406978598,-90.5688639059533,-81.2266136492662,-92.5776120932057
0.15,-84.3914812751955,-104.657278192305,-99.3468360509015,-102.350053788692,-100.872760930075,-92.9132147931009,-95.3949764506476,-90.5326024502487,-81.2020517428228,-92.5466895327643
0.151,-84.3803273620448,-104.625003770285,-99.3018544593052,-102.297581401762,-100.80058196556,-92.8729079648883,-95.3554161660606,-90.4964356127392,-81.1775130123594,-92.5159263208024
0.152,-84.3692367836949,-104.592819021812,-99.2569602174664,-102.245288824776,-100.728676343461,-92.8327670474023,-95.3159592204702,-90.4603625626746,-81.1529974257781,-92.4853205199993
0.153,-84.3582086549907,-104.560723342712,-99.212152733275,-102.193174233459,-100.657041735898,-92.7927903957481,-95.2766049957027,-90.4243824811128,-81.1285049498438,-92.4548702232877
0.154,-84.3472421061598,-104.528716133624,-99.1674314198343,-102.141235830059,-100.585675843974,-92.7529763873418,-95.2373528789721,-90.3884945606853,-81.1040355502176,-92.4245735532549
0.155,-84.3363362824792,-104.496796799964,-99.1227956953916,-102.089471842828,-100.51457639729,-92.7133234215078,-95.198202262814,-90.3526980053679,-81.0795891914904,-92.3944286615596
